"EST_ID","EST_WB","EST_WBT","EST_OWNR","EST_NAME","EST_TYPE","EST_STATUS","EST_BT","EST_BP","EST_EN","EST_BOD","EST_ST","EST_BRGY","EST_MUNCITY","EST_PROVINCE","EST_REGION","EST_LAT","EST_LONG","EST_E","EST_SPTK","EST_SPTK_TYPE","EST_WWTF","EST_SC","EST_R","DATE_ENCODED","ENCODER"
"222269","PAMPANGA RIVER","RIVER","VILLARICO, ASUNCION","STA. BARBARA FURNITURE","COMMERCIAL","OPERATIONAL","FURNITURE","YES","","","","STA. BARBARA","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222270","PAMPANGA RIVER","RIVER","DOMINGO, GINA","JD'S LUMBER AND HARDWARE","COMMERCIAL","OPERATIONAL","CONSTRUCTION SUPPLY","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222271","PAMPANGA RIVER","RIVER","BICOS, FLOTILDA","FLOTILDA BICOS MEAT/CHICKEN STALL","COMMERCIAL","OPERATIONAL","MEAT / CHICKEN STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222272","PAMPANGA RIVER","RIVER","GOZON, JOSE MARIO","CONNECT@THE YUMAR INTERNET CAFÉ","COMMERCIAL","OPERATIONAL","COMPUTER SALES/RENTAL","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222273","PAMPANGA RIVER","RIVER","AGAPITO, RESTY","ST. ANTHONY PHARMACY AND GEN. MERCHANDISE","COMMERCIAL","OPERATIONAL","PHARMACY/GENERAL MERCHANDISE","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222274","PAMPANGA RIVER","RIVER","PEREZ, LUCIA","L.F. PEREZ SARI-SARI STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222275","PAMPANGA RIVER","RIVER","FERNANDEZ, RAULITO","PONE TRUCKING","COMMERCIAL","OPERATIONAL","TRANSLOADING/HAULING","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222276","PAMPANGA RIVER","RIVER","PEREZ, LUCIA","L. PEREZ EATERY","COMMERCIAL","OPERATIONAL","FOOD AND BEVERAGES STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222277","PAMPANGA RIVER","RIVER","FERRER, PEPITO A.","3 PITZ GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PAPAYA","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222278","PAMPANGA RIVER","RIVER","LORES, FERNANDO G.","FEEL IN LAUNDRY SHOPPE","COMMERCIAL","OPERATIONAL","LAUNDRY BUSINESS","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222279","PAMPANGA RIVER","RIVER","BART'S BEST BURGER AND FOOD PRODUCTS, INC.","BART'S BEST BURGER AND FOOD PRODUCTS, INC.","COMMERCIAL","OPERATIONAL","FOOD AND BEVERAGES STORE","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222280","PAMPANGA RIVER","RIVER","VALENZUELA, JUANITA","JUANITA VALENZUELA VEGETABLE STALL","COMMERCIAL","OPERATIONAL","FRUITS AND VEGETABLE SUPPLY","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222281","PAMPANGA RIVER","RIVER","PHARMA GEN VENTURES CORPORATION","GENERICA DRUGSTORE","COMMERCIAL","OPERATIONAL","PHARMACY/ MEDICAL CLINIC","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222282","PAMPANGA RIVER","RIVER","BART'S BEST BURGER AND FOOD PRODUCTS, INC.","BART'S BEST BURGER AND FOOD PRODUCTS, INC.","COMMERCIAL","OPERATIONAL","FOOD AND BEVERAGES STORE","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222283","PAMPANGA RIVER","RIVER","BART'S BEST BURGER AND FOOD PRODUCTS, INC.","BART'S BEST BURGER AND FOOD PRODUCTS, INC.","COMMERCIAL","OPERATIONAL","FOOD AND BEVERAGES STORE","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222284","PAMPANGA RIVER","RIVER","CONCEPCION, LEEH","LEEH'S FLOWER SHOP","COMMERCIAL","OPERATIONAL","FRUITS AND VEGETABLE SUPPLY","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222285","PAMPANGA RIVER","RIVER","ODULIO, JERWIN","JERWIN ODULIO'S DRY GOODS & ACCESSORIES","COMMERCIAL","OPERATIONAL","DRY GOODS/APPAREL ACCESSORIES","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222286","PAMPANGA RIVER","RIVER","ODULIO, JOMAR","JOMAR ODULIO VEGETABLE STALL","COMMERCIAL","OPERATIONAL","FRUITS AND VEGETABLES SUPPLIES","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222287","PAMPANGA RIVER","RIVER","ODULIO, JUANITA","JUANITA ODULIO-MEAT VENDOR","COMMERCIAL","OPERATIONAL","MEAT / CHICKEN STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222288","PAMPANGA RIVER","RIVER","GABRIEL, MILA","M.G. MAYFLOWER FUNERAL HOMES","COMMERCIAL","OPERATIONAL","FURNITURE","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222289","PAMPANGA RIVER","RIVER","CANDABA, MARIO E.","MARIO BIGASAN","COMMERCIAL","OPERATIONAL","RICE STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222290","PAMPANGA RIVER","RIVER","MARIANO, MA. MYRNA","LA SOCORRO FUNERAL HOMES","COMMERCIAL","OPERATIONAL","FUNERAL SERVICES","YES","","","","SAN MARIANO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222291","PAMPANGA RIVER","RIVER","PEREZ, ANABELLE H.","ANABELLE'S CHICKEN DEALER","COMMERCIAL","OPERATIONAL","LIVESTOCK PRODUCT DEALER","YES","","","","JULO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222292","PAMPANGA RIVER","RIVER","JUATCO, APRIL R.","MANUKAMG BAYAN-NUEVA ECIJA MEAT SHOP","COMMERCIAL","OPERATIONAL","MEAT / CHICKEN STORE","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222293","PAMPANGA RIVER","RIVER","AGAPITO, MARIA CORAZON D.","AGA-7 GEN. MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222294","PAMPANGA RIVER","RIVER","DELA CRUZ, MYRA I.","MANELEE'S FOOTWEAR","COMMERCIAL","OPERATIONAL","FOOTWEAR AND LEATHER GOODS ","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222295","PAMPANGA RIVER","RIVER","TANJUAN, CIRILO DELA CRUZ","LUCKY PRINCE BAKERY","COMMERCIAL","OPERATIONAL","BAKERY","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222296","PAMPANGA RIVER","RIVER","TANJUAN, CIRILO DELA CRUZ","LUCKY PRINCE BAKERY","COMMERCIAL","OPERATIONAL","BAKERY","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222297","PAMPANGA RIVER","RIVER","BALLESTEROS, BLANCA","614 VARIETY STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222298","PAMPANGA RIVER","RIVER","MANEJA, FLERISSA","ROICE.NET INTERNET CAFÉ","COMMERCIAL","OPERATIONAL","COMPUTER RENTALS AND SERVICES","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222299","PAMPANGA RIVER","RIVER","TRENDFOODS CORPORATION-BREADFUN","BREADFUN","COMMERCIAL","OPERATIONAL","BAKERY","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222300","PAMPANGA RIVER","RIVER","ABIVA, FILSON I","F.N. ABIVA DIAGNOSTIC CENTER","COMMERCIAL","OPERATIONAL","PHARMACY/ MEDICAL CLINIC","YES","","","","JULO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222301","PAMPANGA RIVER","RIVER","CANLAS, MARIETA","MARIETA'S CHICKEN STORE","COMMERCIAL","OPERATIONAL","MEAT / CHICKEN STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222302","PAMPANGA RIVER","RIVER","GRUTA, ENRICO","JEN-JEN SIOMAI HAUS (SIO REPUBLIC)","COMMERCIAL","OPERATIONAL","SMALL SCALE FOOD STORE","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222303","PAMPANGA RIVER","RIVER","MADUCDOC, KENNETH","FIONA-ELLI GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","STA. BARBARA","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222304","PAMPANGA RIVER","RIVER","GARCIA, BENIGNO","B.C. GARCIA CYCLE PARTS","COMMERCIAL","OPERATIONAL","VEHICLE / VEHICLE PARTS","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222305","PAMPANGA RIVER","RIVER","STA. ANA, NELSON","ALSHANEEN CATERING","COMMERCIAL","OPERATIONAL","CATERING SERVICES","YES","","","","STA. CRUZ","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222306","PAMPANGA RIVER","RIVER","MATUNAN, NESTOR","LAWANG KUPANG FARMERS AGRARIAN REFORM BENEFICIARIE","COMMERCIAL","OPERATIONAL","COOPERATIVE","YES","","","","LAWANG KUPANG","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222307","PAMPANGA RIVER","RIVER","ESTRADA, VIOLETA","A.V.C. BAKERY","COMMERCIAL","OPERATIONAL","BAKERY","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222308","PAMPANGA RIVER","RIVER","ESTRADA, VIOLETA","V.P. ESTRADA SARI-SARI STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222309","PAMPANGA RIVER","RIVER","SABINO, EVANGELINE","AXLE AND LEXI FOOD HAUS","COMMERCIAL","OPERATIONAL","SMALL SCALE FOOD STORE","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222310","PAMPANGA RIVER","RIVER","TAYSON, EMILIA","YDENLYN STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222311","PAMPANGA RIVER","RIVER","VILLAFLOR, MA. AYESHA JAMILLA","ELIJAH JACOB GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222312","PAMPANGA RIVER","RIVER","CASTRO, NELSON","N.M.C. MART","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","LAWANG KUPANG","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222313","PAMPANGA RIVER","RIVER","GANTE, ELEODORA","GANTE'S STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","STA. BARBARA","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222314","PAMPANGA RIVER","RIVER","DURIA, FLORENTINA","FLORENTINA G. DURIA SARI-SARI STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222315","PAMPANGA RIVER","RIVER","VILLAFLOR, LIWAYWAY","LHIANNE STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PAPAYA","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222316","PAMPANGA RIVER","RIVER","STA. ANA, PABLO","PAOLA'S WATER REFILLING STATION","COMMERCIAL","OPERATIONAL","WATER REFILLING STATION","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222317","PAMPANGA RIVER","RIVER","DOMINGO, YOLANDA","DAY TRUCKING","COMMERCIAL","OPERATIONAL","TRANSLOADING/HAULING","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222318","PAMPANGA RIVER","RIVER","AGUIRRE, RAQUEL","AGUIRRE'S BOUTIQUE","COMMERCIAL","OPERATIONAL","DRY GOODS/APPAREL ACCESSORIES","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222319","PAMPANGA RIVER","RIVER","PAGDANGANAN, EDWIN","E. PAGDANGANAN GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222320","PAMPANGA RIVER","RIVER","SAINT ANTHONY HEALTH PERS CONSUMER'S COOPERATIVE","SAINT ANTHONY HEALTH PERS CONSUMER'S COOPERATIVE","COMMERCIAL","OPERATIONAL","COOPERATIVE","YES","","","","SAN MARIANO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222321","PAMPANGA RIVER","RIVER","GANIAS, FRANCO ANTONIO E.","SMG COMMERCIAL","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","STA. CRUZ","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222322","PAMPANGA RIVER","RIVER","GREGORIO, GILBERT C.","MERGIL SARI-SARI STORE AND VARINDERIA","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","MAUGAT","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222323","PAMPANGA RIVER","RIVER","FERNANDEZ, ISABELITA AQUINO","I.A. FERNANDEZ TRUCKING","COMMERCIAL","OPERATIONAL","TRANSLOADING/HAULING","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222324","PAMPANGA RIVER","RIVER","FERNANDEZ, ABIGAIL AQUINO","A.A. FERNANDEZ TRUCKING","COMMERCIAL","OPERATIONAL","TRANSLOADING/HAULING","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222325","PAMPANGA RIVER","RIVER","NGAN, IRENE","DAAN HARI MOTORS CORPORATION","COMMERCIAL","OPERATIONAL","VEHICLE / VEHICLE PARTS","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222326","PAMPANGA RIVER","RIVER","MAGTALAS, FILIPINA","LFCI-KPPN KASANIB SA PAGABOT NG PANGARAP INC.","COMMERCIAL","OPERATIONAL","LENDIND / PAWNSHOP","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222327","PAMPANGA RIVER","RIVER","INDUCTIVO, ROCHELLE DE GUZMAN","MAYUMI'S ICE CREAM PARLOR","COMMERCIAL","OPERATIONAL","FOOD AND BEVERAGES STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222328","PAMPANGA RIVER","RIVER","JOSON, ELIZABETH BASCO","BONIBETH FRUITS AND VEGETABLES DEALER","COMMERCIAL","OPERATIONAL","FRUITS AND VEGETABLE DEALER","YES","","","","BULIRAN","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222329","PAMPANGA RIVER","RIVER","FERNANDEZ, TDEAU JIGS","TDEAU'S TRANSPORT SERVICES","COMMERCIAL","OPERATIONAL","TRANSPORTATION","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222330","PAMPANGA RIVER","RIVER","VICENCIO, RUFINA DAMIAN","JHORIZ SURPLUS TRADING","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222331","PAMPANGA RIVER","RIVER","GALVEZ, FERNANDO S.","GALVEZ POULTRY SUPPLY","COMMERCIAL","OPERATIONAL","AGRICULTURAL FARM SUPPLY","YES","","","","CAMAJUAN","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222332","PAMPANGA RIVER","RIVER","ROBLES, HILARIO JR.","ROBLES ELECTRONICS PARTS","COMMERCIAL","OPERATIONAL","ELECTRONIC SHOP","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222333","PAMPANGA RIVER","RIVER","AKO ANG SAKLAY INC.","AKO ANG SAKLAY INC.","COMMERCIAL","OPERATIONAL","SOCIAL WELFARE","YES","","","","LUYOS","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222334","PAMPANGA RIVER","RIVER","UCOL, MARITES ILANO","P AND M RICE AND GRAINS TRADING","COMMERCIAL","OPERATIONAL","RICE AND PALAY TRADING","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222335","PAMPANGA RIVER","RIVER","FERNANDEZ, MARLON M.","M. FERNANDEZ TRUCKING","COMMERCIAL","OPERATIONAL","TRANSLOADING/HAULING","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222336","PAMPANGA RIVER","RIVER","MUDLONG, JULITA MENDOZA","MHUDY EGG STORE","COMMERCIAL","OPERATIONAL","EGG DEALER","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222337","PAMPANGA RIVER","RIVER","DUQUE, LORNA","LORNA DUQUE DRY GOODS","COMMERCIAL","OPERATIONAL","WEEK-END STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222338","PAMPANGA RIVER","RIVER","FRANCISCO, LAURO ANGELES","L.J. FRUITS AND VEGETABLE DEALER","COMMERCIAL","OPERATIONAL","FRUITS AND VEGETABLE DEALER","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222339","PAMPANGA RIVER","RIVER","BICOS, CESAR","CESAR BICOS FISH STORE","COMMERCIAL","OPERATIONAL","FISH STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222340","PAMPANGA RIVER","RIVER","ORTIGUERA, REYLAND","REYLAND ORTIGUERA MULAWIN BAKERY","COMMERCIAL","OPERATIONAL","BAKERY","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222341","PAMPANGA RIVER","RIVER","DULA, AMALIA V.","AMALIA V. DULA'S GIFT SHOP","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222342","PAMPANGA RIVER","RIVER","DE LEON, ARCELI","ARCELI DE LEON DRY GOODS","COMMERCIAL","OPERATIONAL","WEEK-END STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222343","PAMPANGA RIVER","RIVER","SORIANO, FIDEL","SORIANO GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222344","PAMPANGA RIVER","RIVER","MALLARE, RIALYN CRISTOBAL","VERNYHX ELECTRONICS PARTS","COMMERCIAL","OPERATIONAL","ELECTRONIC SHOP","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222345","PAMPANGA RIVER","RIVER","RIVERA, NENITA O.","N.O. RIVERA STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222346","PAMPANGA RIVER","RIVER","SANTOS, CRISTINA","CRISTINA SANTOS VEGETABLE STALL","COMMERCIAL","OPERATIONAL","FRUITS AND VEGETABLE SUPPLY","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222347","PAMPANGA RIVER","RIVER","NUEDA, MAXIMO"," MAXIMO NUEDA","COMMERCIAL","OPERATIONAL","SMALL SCALE FOOD STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222348","PAMPANGA RIVER","RIVER","DELA CRUZ, IRMA","JAENIO MINI CONO","COMMERCIAL","OPERATIONAL","RICE MILL","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
